Fecha,Nubes,B02,B03,B04,B08,B05,B06,B07,B11,B12,B01,B09,Estacion
2017-10-06T10:59:37Z,0.01,356,482,490,819,971,1153,1401,1561,1199,715,2011,40
2019-02-11T11:19:59Z,8.31,786,936,1042,1188,1388,1443,1401,1700,1432,632,1551,40
2018-01-22T11:13:42Z,6.21,756,813,950,1059,1067,1374,1397,1636,1451,698,1386,40
2017-10-29T11:11:56Z,0,600,683,804,1074,1041,1386,1375,1500,1238,571,1550,40
2017-12-18T11:14:49Z,0.21,480,554,723,904,1143,1211,1397,1643,1395,407,1357,40
2018-07-13T11:05:21Z,1.27,863,965,1131,1800,1350,1797,1884,1888,1456,1237,2573,40
2017-10-16T11:03:13Z,0,481,611,644,852,856,1287,1344,1501,1116,711,1783,40
2018-07-26T11:16:15Z,0,543,709,673,1516,999,1661,1580,1651,1316,917,2123,40
2018-08-10T11:17:43Z,2.95,792,932,1072,1220,1151,1532,1665,1769,1398,783,2086,40
2018-02-21T11:12:02Z,0.79,866,912,1043,1317,1162,1411,1256,1756,1654,686,1560,40
2017-11-18T11:16:33Z,0,576,608,648,928,1156,1512,1250,1463,1236,568,1596,40
2019-02-16T11:20:02Z,0,851,945,1070,1378,1306,1537,1392,1787,1647,685,1588,40
2018-07-08T11:02:15Z,0.1,966,961,1036,1267,1229,1641,2010,1886,1547,1138,2626,40
2018-01-19T11:08:40Z,0,548,584,797,1062,973,1202,1270,1561,1423,505,1527,40
2018-02-08T11:02:11Z,0.23,822,901,1095,1390,1109,1277,1276,1716,1512,746,1444,40
2019-03-15T11:22:34Z,0,836,1005,1064,1440,1177,1362,1322,1615,1454,802,1735,40
2019-01-04T11:10:05Z,0.02,641,691,703,1059,1113,1176,1313,1540,1303,632,1528,40
2017-04-09T11:05:29Z,0,771,719,805,1100,1149,1392,1503,1598,1311,1100,2044,40
2019-02-21T11:20:00Z,0,842,897,1004,1208,1419,1760,1754,1798,1504,766,1721,40
2018-06-16T11:12:45Z,0.17,807,924,1030,1746,1268,2019,1982,1862,1494,1078,2512,40
2018-07-03T10:59:38Z,0.06,802,927,1004,1566,1146,1533,1869,1882,1437,1110,2583,40
2017-09-16T11:05:23Z,2.59,419,517,604,1146,916,1470,1529,1595,1183,830,2251,40
2018-06-21T11:13:49Z,0,932,1038,1136,1428,1257,1707,2020,1927,1598,894,2417,40
2018-07-06T11:09:18Z,3.4,933,1040,1268,1576,1247,1652,1868,1867,1500,1119,2414,40
2018-01-17T11:14:03Z,0.01,772,753,924,1046,1363,1379,1532,1687,1378,786,1316,40
2018-02-06T11:17:36Z,2.48,761,755,997,1169,1197,1422,1593,1655,1453,536,1609,40
2017-08-17T11:05:25Z,0,550,751,684,1047,953,1459,1563,1633,1278,937,2191,40
2019-01-02T11:19:57Z,0.06,386,450,569,830,1143,1316,1467,1482,1250,570,1462,40
2018-10-29T11:17:09Z,5.15,903,992,1202,1520,1216,1779,1644,1639,1339,623,1836,40
2018-07-11T11:11:39Z,0.01,885,916,1098,1368,1326,1690,1883,1906,1522,948,2126,40
2017-10-09T11:15:00Z,0,465,560,542,899,1032,1256,1396,1552,1164,590,1683,40
2018-06-26T11:18:03Z,0,835,997,1064,1722,1252,1747,1901,1827,1460,1090,2323,40
2018-08-07T10:59:12Z,1.38,930,1066,1176,1528,1378,1811,1977,1865,1546,969,2455,40
2019-02-13T11:10:06Z,0,887,1046,1090,1488,1183,1357,1261,1650,1507,773,1626,40
2018-10-09T11:18:54Z,6.27,839,943,1056,1436,1414,2076,2226,1873,1494,716,1913,40
2018-12-30T11:10:00Z,0,492,519,661,893,995,1092,1209,1406,1184,671,1619,40
2019-01-09T11:10:02Z,0,442,618,752,889,1113,1028,1247,1484,1223,599,1448,40
2019-02-06T11:20:03Z,0,758,813,993,1184,1279,1323,1314,1643,1546,561,1498,40
2018-08-25T11:16:24Z,0,567,634,716,1288,993,1337,1599,1465,1161,824,2022,40
2018-10-24T11:18:39Z,0,621,815,809,1280,1204,1598,1562,1543,1311,600,1774,40
2019-03-10T11:26:22Z,0,818,932,1038,1285,1299,1552,1398,1629,1465,878,1742,40
2019-01-14T11:10:03Z,0,742,804,873,1143,1021,1051,1305,1511,1308,622,1510,40
2018-06-23T11:05:20Z,0,866,915,1078,1765,1241,1635,2103,1909,1473,1210,2812,40
2018-06-13T11:09:57Z,0.42,886,1023,1118,1865,1204,1955,2135,1914,1471,1240,2814,40
2017-05-22T11:09:12Z,0.02,782,879,930,1483,1386,1900,2049,1898,1489,829,2317,40
2017-09-06T11:01:39Z,1.89,706,702,825,1075,1171,1576,1521,1703,1292,901,2107,40
2019-01-27T11:20:03Z,1.42,908,1026,1144,1506,1287,1483,1580,1668,1555,612,1492,40
2017-07-01T11:17:46Z,0.97,723,885,809,1529,1139,1473,1887,1737,1449,949,2210,40
2017-07-31T11:12:20Z,0,678,834,863,1307,1163,1518,1882,1831,1429,860,2251,40
2019-02-26T11:34:02Z,0,816,910,1042,1216,1198,1283,1469,1717,1537,614,1495,40
2018-10-16T11:05:23Z,0.02,764,755,921,1088,1225,1756,1641,1547,1271,703,1909,40
2019-03-13T11:36:26Z,0.36,738,873,971,1294,1451,1702,1536,1653,1493,737,1669,40
2018-09-19T11:12:56Z,1.62,818,905,1034,1298,1293,1838,1987,1749,1399,628,1959,40
2017-06-11T11:10:12Z,8.13,856,895,936,1467,1191,1864,1945,1917,1491,1005,2205,40
2018-06-13T10:57:37Z,1.11,854,1009,1072,1930,1178,1956,2179,1909,1461,1243,2789,40
2017-05-19T11:05:30Z,0.27,661,796,785,1709,1292,1800,1931,1889,1391,1038,2554,40
2017-08-20T11:12:20Z,0,570,604,603,1143,1047,1419,1494,1738,1322,813,1992,40
2017-07-21T11:07:58Z,0,693,705,861,1148,1066,1346,1642,1763,1423,1004,2170,40
2018-10-06T11:00:30Z,9.38,732,747,744,1129,1241,1706,1859,1633,1301,802,2016,40
2018-11-30T11:09:58Z,5.25,656,812,819,1424,1063,1425,1359,1335,1061,674,1562,40
2019-01-07T11:20:01Z,0,819,913,1014,1272,1119,1326,1197,1533,1457,474,1385,40
2018-09-01T10:59:39Z,0,604,763,711,1132,902,1460,1549,1519,1151,986,2161,40
2018-10-01T11:05:40Z,0,573,684,791,1239,852,1290,1593,1476,1106,822,2118,40
2018-09-16T11:09:46Z,4.21,756,799,876,1206,935,1505,1427,1610,1321,810,2050,40
2018-10-04T11:19:20Z,0,635,610,728,1164,1052,1640,1545,1469,1167,787,1788,40
2019-01-12T11:19:58Z,0.91,578,666,800,986,1455,1482,1693,1720,1453,581,1570,40
2018-08-27T11:06:38Z,0,741,756,822,1142,895,1349,1537,1453,1258,886,2129,40
2019-02-03T11:10:07Z,0.3,878,943,1036,1371,1236,1449,1439,1581,1527,727,1625,40
2017-07-28T11:04:06Z,0,656,740,902,1399,1208,1594,1778,1818,1392,1003,2414,40
2017-06-18T11:04:15Z,1.46,694,810,887,1424,1091,1520,2005,1844,1473,1113,2596,40
2017-05-02T11:09:37Z,4.49,633,766,853,1389,1091,1797,1749,1631,1331,841,2168,40
2017-06-21T11:12:22Z,0.11,667,789,815,1538,1193,1599,1940,1842,1463,886,2166,40
2017-04-12T11:17:08Z,0,606,699,810,1164,1105,1477,1617,1541,1242,788,1998,40
2018-08-20T11:14:59Z,0,763,856,984,1158,1071,1355,1583,1652,1363,745,2034,40
2018-08-12T10:58:40Z,2.02,695,760,883,1310,998,1366,1603,1661,1322,968,2363,40
2017-07-11T11:12:23Z,0,638,770,762,1547,1295,1735,2047,1926,1457,878,2384,40
2018-08-15T11:18:26Z,0,604,669,745,1296,1010,1484,1575,1465,1238,791,2018,40
2017-06-01T11:12:25Z,1.04,707,830,903,1489,1334,1710,1820,1944,1535,911,2198,40
2018-09-29T11:10:54Z,0.06,777,934,1030,1362,1353,1890,1780,1715,1394,691,1875,40
2018-08-30T11:14:49Z,0.18,711,787,868,1084,1000,1281,1591,1616,1307,690,1948,40
2018-09-24T11:14:16Z,0,579,622,675,1268,1079,1519,1617,1515,1179,826,1761,40
2018-02-21T11:12:02Z,0.79,863,1033,1223,1633,1576,1702,1761,2266,2110,635,1719,47
2018-02-08T11:02:11Z,0.23,633,734,976,1495,1392,1524,1638,2037,1965,668,1176,47
2018-07-23T11:05:18Z,0,705,1094,1406,3466,2136,2827,3185,3164,2919,990,2807,47
2018-02-06T11:17:36Z,2.48,424,570,917,1523,1286,1453,1302,1698,1382,391,1436,47
2018-07-08T11:02:15Z,0.1,1094,1356,1628,3336,2110,2863,3096,3041,2733,1016,2818,47
2018-07-16T11:10:23Z,1.22,836,1302,1786,3348,2086,2646,2950,2854,2728,888,2568,47
2018-02-18T11:05:29Z,4.18,791,964,1242,1771,1634,1738,1859,2379,2217,633,1759,47
2018-07-03T10:59:38Z,0.06,813,1266,1556,3941,2250,3042,3324,3327,2886,1196,3108,47
2019-02-08T11:10:03Z,0,651,792,1136,1614,1369,1705,1560,2125,1486,638,1553,47
2018-07-18T11:03:26Z,1.3,902,1192,1312,3280,2083,2762,3017,2826,2696,1019,2744,47
2018-01-27T11:13:22Z,7.1,651,778,1034,1651,1529,1603,1638,1988,1838,801,1506,47
2017-09-19T11:18:08Z,1.21,796,1077,1562,2711,1850,2245,2355,2572,2343,677,1828,47
2018-01-29T11:03:06Z,0,668,691,1003,1620,1497,1505,1709,2111,1936,402,1449,47
2018-07-31T11:14:37Z,0,915,1160,1216,2810,1763,2379,2589,2432,2193,704,2465,47
2017-10-26T11:07:17Z,0,354,678,768,2655,1531,2221,2130,2232,1957,606,1695,47
2018-08-02T10:59:38Z,0,841,1206,1606,3426,2272,2632,3038,3112,2886,1037,2741,47
2019-02-08T11:10:03Z,0,602,749,1100,1562,1334,1584,1532,2092,1760,654,1552,47
2018-07-13T11:05:21Z,1.27,1036,1495,2088,3437,2326,2893,3030,3412,3165,1037,2772,47
2019-02-13T11:10:06Z,0,729,905,1064,1542,1334,1519,1526,1908,1950,727,1620,47
2019-03-18T11:34:05Z,0.03,1019,1260,1512,2016,1619,1841,1895,2140,2068,604,1662,47
2017-11-05T11:02:31Z,6.47,7439,7146,7006,7218,7659,7481,7382,6614,6201,7874,10612,47
2017-12-23T11:14:45Z,0,448,551,937,1517,1061,1453,1321,1759,1524,240,1082,47
2018-08-10T11:17:43Z,2.95,1042,1230,1318,2548,1817,2259,2496,2495,2174,932,2132,47
2018-07-06T11:09:18Z,3.4,968,1182,1636,3344,2032,2630,2900,2880,2576,1004,2531,47
2018-07-28T11:06:04Z,0,783,1170,1428,3733,2152,2827,3206,2938,2670,932,2740,47
2018-01-17T11:14:03Z,0.01,597,636,827,1382,951,1196,1220,1591,1328,547,906,47
2019-03-10T11:26:22Z,0,930,1112,1428,1915,1825,2024,2002,2310,2258,858,1741,47
2018-01-19T11:08:40Z,0,419,582,982,1586,1294,1361,1611,1926,1858,266,1204,47
2018-07-11T11:11:39Z,0.01,1244,1458,1650,2996,1868,2388,2720,2514,2309,894,2530,47
2018-01-22T11:13:42Z,6.21,638,757,996,1494,1189,1351,1486,1893,1565,505,1169,47
2017-04-09T11:05:29Z,0,1067,1406,1571,2851,2003,2405,2528,2702,2478,1147,2435,47
2018-06-26T11:18:03Z,0,916,1234,1734,3006,1998,2466,2739,2926,2642,1075,2616,47
2017-12-18T11:14:49Z,0.21,389,596,819,1565,1170,1315,1427,1601,1545,305,1054,47
2018-08-07T10:59:12Z,1.38,1044,1346,1512,2984,1991,2537,2731,2681,2490,968,2464,47
2017-07-31T11:12:20Z,0,1176,1310,1849,3033,2057,2520,2576,2718,2528,827,2362,47
2017-09-16T11:05:23Z,2.59,836,1117,1710,2977,2061,2408,2679,2838,2657,680,2158,47
2017-10-19T11:12:35Z,4.4,545,701,870,2277,1349,1818,1871,1947,1491,494,1455,47
2018-10-04T11:19:20Z,0,754,1130,1310,2756,1875,2216,2378,2349,2093,677,1868,47
2019-02-06T11:20:03Z,0,708,858,998,1454,1263,1397,1479,1707,1722,513,1308,47
2017-09-29T11:16:02Z,0.2,783,1063,1314,2484,1648,2164,2272,2268,2000,545,1839,47
2017-08-17T11:05:25Z,0,901,1190,1591,3058,2066,2631,2707,2949,2803,842,2379,47
2017-10-06T10:59:37Z,0.01,748,1123,1425,2744,1769,2127,2350,2432,2251,568,2101,47
2019-02-11T11:19:59Z,8.31,543,684,1004,1422,1310,1484,1485,1777,1595,534,1411,47
2019-03-15T11:22:34Z,0,727,904,1134,1825,1655,1804,1942,2207,2068,813,1818,47
2017-10-29T11:11:56Z,0,450,665,651,2286,1346,1906,1923,1930,1620,582,1667,47
2017-07-28T11:04:06Z,0,1064,1421,1923,3280,2270,2641,2828,3199,2969,880,2666,47
2017-09-06T11:01:39Z,1.89,856,1136,1490,2997,1948,2387,2557,2734,2423,938,2392,47
2017-10-16T11:03:13Z,0,506,741,1024,2497,1615,2121,2250,2225,2069,485,1735,47
2018-07-26T11:16:15Z,0,962,1294,1900,3074,2011,2632,2727,2821,2681,869,2375,47
2019-01-09T11:10:02Z,0,460,684,1050,1832,1462,1415,1767,2072,1785,523,1417,47
2018-06-21T11:13:49Z,0,1011,1334,1738,3130,2005,2497,2875,2724,2449,921,2564,47
2017-11-18T11:16:33Z,0,433,715,820,2026,1348,1768,1736,1812,1470,442,1061,47
2019-02-16T11:20:02Z,0,728,853,1090,1622,1397,1550,1577,1996,1897,580,1554,47
2017-12-05T11:04:26Z,0,274,556,947,2100,1434,1534,1789,1834,1773,103,988,47
2019-01-14T11:10:03Z,0,674,763,1048,1632,1217,1343,1534,2018,1657,537,1364,47
2018-06-23T11:05:20Z,0,904,1260,1930,3550,2357,2919,3287,3438,3255,1058,2916,47
2018-10-29T11:17:09Z,5.15,589,855,943,2374,1382,1836,2068,1860,1635,540,1633,47
2019-01-04T11:10:05Z,0.02,509,663,960,1686,1196,1342,1619,1751,1742,458,1392,47
2017-10-09T11:15:00Z,0,692,1043,1229,2415,1589,2110,2210,2119,2052,455,1919,47
2019-02-21T11:20:00Z,0,729,984,1210,1556,1522,1510,1661,1883,1652,669,1576,47
2018-06-16T11:12:45Z,0.17,849,1346,1882,3240,2126,2806,2996,2944,2617,925,2905,47
2018-10-01T11:05:40Z,0,477,905,1158,3270,1760,2583,2457,2597,2382,788,2117,47
2018-10-09T11:18:54Z,6.27,1005,1360,1378,2410,1550,2006,2227,2076,1828,575,1859,47
2018-12-30T11:10:00Z,0,389,642,1168,2110,1371,1665,1666,2066,1915,544,1567,47
2017-07-11T11:12:23Z,0,1063,1343,1875,2972,2300,2747,3041,3048,2789,867,2564,47
2019-01-12T11:19:58Z,0.91,296,473,700,917,1027,1195,1170,1530,1281,406,1226,47
2019-02-03T11:10:07Z,0.3,598,764,1009,1548,1338,1688,1590,1950,1822,591,1530,47
2018-10-24T11:18:39Z,0,390,744,831,2732,1459,2183,2277,2041,1779,544,1785,47
2019-01-02T11:19:57Z,0.06,409,624,1090,1858,1454,1556,1540,1700,1730,459,1304,47
2017-07-21T11:07:58Z,0,866,1225,1526,3238,2000,2560,2656,2813,2616,827,2567,47
2017-08-20T11:12:20Z,0,1292,1325,1851,2832,2123,2654,2765,2706,2474,917,2227,47
2018-06-13T11:09:57Z,0.42,733,1158,1748,3452,2065,2755,2873,2732,2717,737,2071,47
2018-09-29T11:10:54Z,0.06,1028,1242,1344,2298,1635,2196,2318,2195,1974,591,1795,47
2019-01-07T11:20:01Z,0,621,820,1070,1684,1076,1163,1331,1560,1466,381,1242,47
2019-01-27T11:20:03Z,1.42,804,949,1184,1724,1291,1416,1496,1862,1628,487,1217,47
2017-07-01T11:17:46Z,0.97,1046,1512,1959,3114,2178,2759,2888,2878,2667,1012,2601,47
2018-09-01T10:59:39Z,0,862,1220,1760,3238,2161,2707,2871,2981,2760,848,2306,47
2019-02-26T11:34:02Z,0,880,1020,1192,1714,1401,1561,1696,1907,1810,628,1439,47
2018-10-16T11:05:23Z,0.02,659,929,1077,2486,1646,2222,2428,2151,1925,573,1931,47
2018-08-25T11:16:24Z,0,800,1090,1562,3082,1939,2509,2587,2777,2485,757,2163,47
2018-09-19T11:12:56Z,1.62,1110,1438,1528,2386,1714,2150,2271,2162,1896,584,1839,47
2017-06-11T11:10:12Z,8.13,1186,1316,1959,2952,2150,2739,2751,2864,2659,884,2597,47
2018-06-13T10:57:37Z,1.11,738,1174,1832,3344,2091,2763,2854,2789,2817,771,2152,47
2018-09-24T11:14:16Z,0,691,1007,1494,2964,1754,2212,2422,2441,2183,777,1958,47
2017-06-18T11:04:15Z,1.46,1009,1309,2059,3475,2324,2914,3133,3380,3227,1035,2922,47
2017-05-22T11:09:12Z,0.02,1033,1458,1841,2774,1953,2617,2823,2642,2375,834,2486,47
2018-10-06T11:00:30Z,9.38,974,1252,1294,2482,1748,2306,2393,2319,2061,754,2022,47
2018-11-30T11:09:58Z,5.25,392,849,949,2612,1568,1864,1981,1702,1452,543,1541,47
2018-08-20T11:14:59Z,0,762,1002,1164,2486,1767,2214,2458,2401,2119,814,2105,47
2017-05-02T11:09:37Z,4.49,951,1224,1643,2820,2099,2495,2638,2699,2356,877,2526,47
2018-08-27T11:06:38Z,0,619,915,909,3138,1908,2547,2809,2695,2321,822,2320,47
2018-09-16T11:09:46Z,4.21,563,828,733,2898,1627,2418,2533,2550,2134,819,2037,47
2019-03-13T11:36:26Z,0.36,789,1142,1442,2032,1646,1896,1901,2152,2035,696,1671,47
2018-08-12T10:58:40Z,2.02,554,973,1084,3154,2001,2630,2915,2952,2680,990,2482,47
2017-06-21T11:12:22Z,0.11,996,1300,1746,2814,2059,2491,2638,2891,2708,958,2434,47
2017-05-19T11:05:30Z,0.27,1050,1452,2125,3199,2373,2972,3154,3158,2951,950,2893,47
2017-06-01T11:12:25Z,1.04,1100,1351,1840,2875,2133,2578,2852,2876,2578,979,2529,47
2018-08-30T11:14:49Z,0.18,762,1106,1080,2604,1680,2256,2341,2305,2184,755,2021,47
2017-04-12T11:17:08Z,0,1000,1258,1645,2703,1902,2327,2476,2556,2350,875,1947,47
2018-08-15T11:18:26Z,0,728,1118,1422,3176,2002,2443,2682,2750,2423,741,2141,47
2018-02-21T11:12:02Z,0.79,1107,1232,1368,1548,1486,1497,1621,1678,1569,869,1604,48
2018-07-23T11:05:18Z,0,740,867,984,1412,1036,1335,1372,1363,1203,947,1778,48
2018-01-19T11:08:40Z,0,842,1085,1218,1463,1316,1350,1409,1502,1458,583,1617,48
2018-01-29T11:03:06Z,0,1095,1162,1287,1586,1510,1444,1628,1664,1541,617,1556,48
2018-07-16T11:10:23Z,1.22,796,967,1018,1398,1188,1342,1273,1486,1398,922,1835,48
2017-12-23T11:14:45Z,0,857,958,1143,1260,1208,1233,1285,1347,1271,472,1374,48
2018-07-03T10:59:38Z,0.06,714,747,860,1263,1013,1233,1212,1445,1329,907,1878,48
2018-07-08T11:02:15Z,0.1,778,842,856,1114,1005,1085,1337,1379,1333,928,1772,48
2019-02-16T11:20:02Z,0,1042,1224,1328,1496,1358,1410,1427,1577,1502,823,1577,48
2018-02-08T11:02:11Z,0.23,987,1139,1249,1404,1358,1512,1506,1679,1549,935,1551,48
2018-01-22T11:13:42Z,6.21,1095,1157,1331,1463,1474,1461,1604,1664,1525,952,1661,48
2018-02-18T11:05:29Z,4.18,1385,1429,1555,1774,1657,1804,1828,1846,1722,1227,2179,48
2019-03-10T11:26:22Z,0,985,1200,1255,1434,1366,1421,1535,1546,1381,948,1677,48
2018-01-27T11:13:22Z,7.1,421,464,700,411,810,1004,1083,946,1083,1029,1521,48
2019-02-13T11:10:06Z,0,1048,1184,1240,1397,1344,1473,1439,1593,1493,870,1662,48
2018-06-16T11:12:45Z,0.17,1246,1382,1490,1896,1488,1492,1564,1764,1595,1091,2305,48
2017-07-31T11:12:20Z,0,907,901,990,1219,1025,1140,1052,1339,1237,747,1682,48
2018-07-06T11:09:18Z,3.4,899,1038,1046,1350,1232,1234,1390,1594,1394,866,1794,48
2018-07-18T11:03:26Z,1.3,799,897,934,1062,937,1133,1126,1411,1256,928,1769,48
2018-01-17T11:14:03Z,0.01,1158,1185,1292,1459,1369,1390,1427,1521,1325,943,1427,48
2018-02-06T11:17:36Z,2.48,1215,1261,1475,1713,1570,1600,1502,1602,1462,731,1752,48
2019-02-08T11:10:03Z,0,944,1154,1252,1459,1405,1485,1501,1583,1430,884,1606,48
2019-02-08T11:10:03Z,0,985,1116,1268,1439,1379,1392,1397,1527,1454,907,1716,48
2017-10-26T11:07:17Z,0,887,956,1004,1246,1053,1150,1376,1297,1171,770,1420,48
2019-02-11T11:19:59Z,8.31,1023,1196,1358,1488,1346,1378,1392,1479,1329,793,1526,48
2018-06-26T11:18:03Z,0,935,1142,1216,1750,1366,1491,1659,1722,1535,1043,1985,48
2018-07-13T11:05:21Z,1.27,852,1444,2029,1313,2558,2856,3086,3142,2756,2070,3930,48
2017-12-18T11:14:49Z,0.21,836,1116,1274,1335,1248,1251,1228,1383,1172,542,1516,48
2018-08-07T10:59:12Z,1.38,917,1011,1090,1406,1140,1378,1515,1542,1339,932,2004,48
2017-11-05T11:02:31Z,6.47,725,723,711,984,707,795,765,939,846,652,838,48
2018-08-10T11:17:43Z,2.95,893,885,952,1074,1240,1215,1211,1463,1354,878,1695,48
2018-06-21T11:13:49Z,0,940,946,1032,1250,1343,1382,1401,1588,1453,992,1941,48
2018-10-04T11:19:20Z,0,808,818,863,1192,964,1093,1251,1175,1002,852,1695,48
2017-09-19T11:18:08Z,1.21,699,891,910,1297,978,1090,1252,1185,1084,627,1619,48
2018-09-19T11:12:56Z,1.62,714,806,901,949,1086,1183,1082,1288,1229,607,1642,48
2017-12-05T11:04:26Z,0,673,861,1024,1186,1114,1073,1190,1223,1111,444,1346,48
2018-06-23T11:05:20Z,0,782,993,990,1726,1172,1488,1494,1604,1389,940,2011,48
2018-07-11T11:11:39Z,0.01,916,972,1050,1194,1270,1281,1306,1548,1425,894,1705,48
2017-04-09T11:05:29Z,0,975,1060,1114,1235,1135,1186,1162,1423,1249,1166,1518,48
2018-06-13T11:09:57Z,0.42,1114,1250,1376,2078,1545,1775,1699,1863,1675,1058,2032,48
2017-07-28T11:04:06Z,0,699,841,888,1464,1047,1032,1206,1282,1209,789,1729,48
2019-03-18T11:34:05Z,0.03,1082,1368,1518,1486,1374,1414,1437,1520,1385,778,1601,48
2017-07-01T11:17:46Z,0.97,1245,1296,1418,1637,1359,1399,1496,1595,1428,1013,1697,48
2018-07-26T11:16:15Z,0,940,1048,1086,1506,1211,1199,1264,1470,1339,905,1771,48
2019-01-09T11:10:02Z,0,847,1092,1176,1405,1312,1312,1416,1523,1425,764,1567,48
2017-10-19T11:12:35Z,4.4,1003,1116,1153,1406,1310,1410,1459,1410,1221,712,1568,48
2017-11-18T11:16:33Z,0,813,943,994,1173,1033,1054,1059,1247,1113,795,1583,48
2019-01-12T11:19:58Z,0.91,869,1048,1166,1290,1196,1267,1247,1447,1296,672,1489,48
2019-02-03T11:10:07Z,0.3,1152,1306,1384,1610,1542,1649,1678,1804,1657,961,1773,48
2019-01-14T11:10:03Z,0,893,1068,1238,1320,1252,1322,1358,1582,1482,693,1499,48
2017-10-06T10:59:37Z,0.01,714,734,811,1028,908,1097,957,1183,1006,667,1729,48
2019-01-04T11:10:05Z,0.02,1004,1126,1318,1509,1295,1447,1454,1569,1470,729,1569,48
2018-08-02T10:59:38Z,0,697,820,891,1500,1077,1197,1202,1450,1223,971,2011,48
2017-10-29T11:11:56Z,0,768,874,994,1159,1086,1236,1252,1275,1193,645,1499,48
2019-02-21T11:20:00Z,0,1090,1278,1438,1544,1407,1415,1399,1490,1287,876,1590,48
2019-01-07T11:20:01Z,0,977,1100,1256,1492,1312,1352,1374,1560,1529,678,1496,48
2018-10-01T11:05:40Z,0,599,722,752,1141,935,1237,1094,1190,1009,749,1826,48
2017-09-16T11:05:23Z,2.59,886,1019,1112,1607,1125,1315,1301,1377,1186,780,1659,48
2018-09-16T11:09:46Z,4.21,706,763,794,978,897,977,1104,1267,1181,813,1647,48
2017-07-11T11:12:23Z,0,1385,1399,1505,1815,1434,1499,1623,1654,1466,1093,1723,48
2019-02-06T11:20:03Z,0,1058,1226,1354,1504,1429,1481,1470,1603,1524,746,1531,48
2017-09-29T11:16:02Z,0.2,720,843,892,1088,929,1030,1064,1233,1075,659,1361,48
2017-08-17T11:05:25Z,0,581,669,719,1014,766,1128,1211,1175,1009,720,1418,48
2018-06-13T10:57:37Z,1.11,1082,1244,1334,2172,1532,1768,1722,1859,1675,1060,2076,48
2017-07-21T11:07:58Z,0,958,1009,1054,1302,1145,1103,1179,1455,1356,951,1747,48
2019-03-15T11:22:34Z,0,885,955,1137,1269,1172,1336,1358,1504,1406,817,1619,48
2017-06-21T11:12:22Z,0.11,1030,1175,1267,1695,1393,1459,1557,1563,1405,833,1925,48
2018-09-29T11:10:54Z,0.06,731,810,880,980,1003,1033,1080,1149,1090,722,1490,48
2017-09-06T11:01:39Z,1.89,783,907,984,1251,1055,1222,1214,1387,1211,885,1867,48
2017-10-16T11:03:13Z,0,560,659,750,941,912,948,1071,1095,961,563,1294,48
2018-12-30T11:10:00Z,0,976,1150,1356,1794,1431,1543,1597,1599,1478,851,1689,48
2018-10-09T11:18:54Z,6.27,755,770,965,1013,1030,1001,1107,1142,1033,675,1498,48
2017-06-01T11:12:25Z,1.04,1164,1233,1360,1519,1438,1464,1433,1517,1358,1030,1793,48
2019-03-13T11:36:26Z,0.36,990,1116,1234,1454,1316,1359,1481,1494,1342,854,1576,48
2017-06-11T11:10:12Z,8.13,1082,1168,1189,1350,1264,1326,1332,1475,1414,908,1505,48
2019-01-02T11:19:57Z,0.06,973,1282,1374,1720,1434,1579,1622,1578,1402,818,1613,48
2018-07-31T11:14:37Z,0,813,884,926,1082,1154,1268,1206,1429,1399,949,1889,48
2017-06-18T11:04:15Z,1.46,749,895,937,1524,1034,1255,1215,1436,1288,782,1922,48
2018-10-29T11:17:09Z,5.15,991,1102,1250,1434,1428,1431,1418,1528,1425,758,1729,48
2017-08-20T11:12:20Z,0,775,843,802,1068,889,925,923,1104,979,787,1517,48
2017-10-09T11:15:00Z,0,719,791,833,1081,880,945,998,1073,983,632,1417,48
2018-11-30T11:09:58Z,5.25,951,1122,1336,1638,1540,1649,1722,1652,1514,760,1918,48
2018-09-01T10:59:39Z,0,689,792,766,1390,932,1100,1361,1204,1046,867,1606,48
2019-01-27T11:20:03Z,1.42,1106,1276,1408,1636,1469,1514,1503,1660,1577,835,1600,48
2018-08-20T11:14:59Z,0,890,927,953,1158,1145,1242,1290,1321,1249,843,1801,48
2018-10-24T11:18:39Z,0,893,1112,1160,1432,1283,1491,1485,1493,1293,767,1765,48
2019-02-26T11:34:02Z,0,1044,1416,1488,1488,1364,1412,1462,1537,1467,814,1559,48
2018-07-28T11:06:04Z,0,703,752,829,1091,848,1086,1126,1286,1193,827,1504,48
2018-08-25T11:16:24Z,0,736,783,835,1318,1062,1234,1182,1233,1055,852,1726,48
2018-08-30T11:14:49Z,0.18,736,807,855,952,979,975,1095,1170,1137,817,1781,48
2017-05-22T11:09:12Z,0.02,1224,1282,1336,1515,1321,1311,1350,1569,1384,1043,1882,48
2018-09-24T11:14:16Z,0,757,897,884,1430,1023,1161,1251,1354,1147,871,1712,48
2017-05-19T11:05:30Z,0.27,1064,1241,1284,1550,1344,1333,1422,1571,1433,985,1796,48
2017-04-12T11:17:08Z,0,1012,1086,1159,1322,1183,1160,1143,1351,1239,1026,1590,48
2017-05-02T11:09:37Z,4.49,1261,1350,1526,1693,1508,1547,1618,1712,1496,1056,1721,48
2018-10-06T11:00:30Z,9.38,756,786,957,904,932,996,939,1168,1088,685,1576,48
