Fecha,Nubes,B02,B03,B04,B08,B05,B06,B07,B11,B12,B01,B09,Estacion
2018-12-30T11:10:00Z,0,97,262,126,1471,432,1104,1532,754,346,192,1804,24
2018-08-20T11:14:59Z,0,516,735,838,2140,1274,1768,2078,2395,1676,475,2653,24
2019-02-13T11:10:06Z,0,240,368,248,1479,532,1411,1533,1232,708,285,2059,24
2017-11-05T11:02:31Z,6.47,1157,1249,1460,2543,1749,2316,2444,2834,2284,1023,2777,24
2018-02-21T11:12:02Z,0.79,238,305,351,1153,521,1001,1257,1439,1015,297,1710,24
2018-01-27T11:13:22Z,7.1,122,125,130,864,278,991,901,963,602,318,1657,24
2018-08-12T10:58:40Z,2.02,487,881,945,2237,1415,2181,2390,2503,1545,652,3025,24
2018-07-08T11:02:15Z,0.1,501,703,813,2425,1295,1979,2513,2503,1558,594,3044,24
2018-07-23T11:05:18Z,0,521,639,804,2310,1303,2147,2527,2428,1598,641,3277,24
2018-01-19T11:08:40Z,0,1,140,98,819,325,725,880,858,525,6,1558,24
2018-10-06T11:00:30Z,9.38,418,514,651,1975,819,1574,1614,1743,1175,424,2369,24
2018-11-30T11:09:58Z,5.25,137,320,136,1247,387,1063,1214,759,339,293,1746,24
2018-02-18T11:05:29Z,4.18,799,912,894,1729,1227,1774,2014,1896,1425,882,2715,24
2018-06-26T11:18:03Z,0,405,635,637,2030,1159,1825,2215,1908,1175,612,2732,24
2018-07-13T11:05:21Z,1.27,486,709,653,2398,1290,2275,2687,2357,1359,717,3239,24
2019-03-18T11:34:05Z,0.03,236,425,330,2214,672,1910,2246,1465,862,268,2302,24
2018-10-01T11:05:40Z,0,217,430,442,1508,738,1505,1682,1688,1017,464,2469,24
2018-08-10T11:17:43Z,2.95,581,702,836,2246,1154,1749,2207,2445,1596,478,2689,24
2018-07-06T11:09:18Z,3.4,271,451,516,1920,856,1747,2021,2050,1162,467,2715,24
2018-07-18T11:03:26Z,1.3,526,735,780,2304,1205,2152,2277,2568,1615,576,3115,24
2018-08-27T11:06:38Z,0,522,655,893,2126,1310,2040,2279,2511,1679,540,2918,24
2019-03-10T11:26:22Z,0,235,443,305,2002,712,1691,2061,1393,652,388,2414,24
2018-10-29T11:17:09Z,5.15,231,305,315,1550,557,1149,1468,1277,818,248,1800,24
2018-02-08T11:02:11Z,0.23,45,116,153,658,357,798,1023,1164,800,215,1686,24
2017-10-26T11:07:17Z,0,98,219,208,1186,503,966,1393,1351,786,416,2100,24
2018-08-02T10:59:38Z,0,512,780,829,2298,1321,2180,2423,2507,1445,610,3052,24
2017-04-09T11:05:29Z,0,179,419,272,2594,716,2077,2498,1692,922,640,2932,24
2017-10-29T11:11:56Z,0,94,128,154,945,443,1117,1149,1275,815,383,1885,24
2018-08-07T10:59:12Z,1.38,756,970,1104,2492,1441,2172,2482,2423,1622,660,2905,24
2019-02-26T11:34:02Z,0,263,371,290,1802,518,1402,1738,1251,714,286,2001,24
2017-07-31T11:12:20Z,0,344,604,586,2001,985,1693,1795,2267,1505,536,2588,24
2018-08-25T11:16:24Z,0,354,577,571,1838,971,1858,2370,2012,1246,556,2677,24
2017-10-19T11:12:35Z,4.4,190,229,253,1350,543,1198,1293,1030,571,130,2027,24
2018-01-17T11:14:03Z,0.01,77,133,77,805,324,897,754,863,503,255,1421,24
2018-02-06T11:17:36Z,2.48,162,162,218,1109,485,1204,1302,715,399,252,1763,24
2019-02-08T11:10:03Z,0,188,297,195,1446,493,1341,1499,951,517,333,1990,24
2019-02-08T11:10:03Z,0,179,299,244,1398,483,1205,1448,990,522,328,1974,24
2018-06-23T11:05:20Z,0,379,586,555,2374,1017,2225,2579,2018,1119,567,3064,24
2018-07-11T11:11:39Z,0.01,433,691,728,2418,1082,1767,2200,2254,1360,502,2667,24
2019-03-15T11:22:34Z,0,261,369,249,1785,641,1962,2166,1507,866,325,2464,24
2018-09-29T11:10:54Z,0.06,389,675,753,1988,998,1378,1664,1902,1229,392,2184,24
2017-07-28T11:04:06Z,0,417,695,652,2134,1298,1961,2338,2355,1575,636,2858,24
2017-09-06T11:01:39Z,1.89,386,553,527,1896,991,1715,2080,2046,1436,550,2479,24
2017-10-16T11:03:13Z,0,197,417,347,1422,718,1227,1415,1579,983,357,2238,24
2017-09-16T11:05:23Z,2.59,229,499,395,1985,887,1497,1948,1822,1161,494,2633,24
2018-10-04T11:19:20Z,0,278,488,388,1744,799,1306,1838,1468,956,509,2260,24
2018-10-24T11:18:39Z,0,132,239,246,1070,512,1110,1247,1147,635,261,1959,24
2017-09-19T11:18:08Z,1.21,278,479,443,1751,756,1640,1898,1684,1069,499,2359,24
2019-02-16T11:20:02Z,0,242,299,275,1554,495,1406,1524,1097,650,274,1974,24
2018-07-31T11:14:37Z,0,440,631,756,2276,1182,1872,2032,2312,1463,331,2726,24
2019-01-14T11:10:03Z,0,174,262,110,991,389,1048,1153,826,500,249,1689,24
2017-10-06T10:59:37Z,0.01,118,286,204,1671,598,1481,1390,1720,949,277,2410,24
2019-02-11T11:19:59Z,8.31,109,242,205,1278,399,963,1458,940,462,186,1833,24
2017-08-20T11:12:20Z,0,325,589,645,2058,933,1615,2036,2052,1365,484,2595,24
2017-10-09T11:15:00Z,0,205,345,326,1753,740,1175,1295,1456,893,373,2244,24
2017-12-18T11:14:49Z,0.21,1,102,131,764,300,835,811,932,624,1,1576,24
2018-06-16T11:12:45Z,0.17,202,432,418,2210,784,1790,1982,1645,968,441,2764,24
2017-12-23T11:14:45Z,0,56,132,191,861,358,714,1022,877,489,1,1549,24
2019-01-09T11:10:02Z,0,44,286,136,1289,388,1195,1154,802,363,248,1814,24
2018-06-21T11:13:49Z,0,325,533,463,2314,815,1935,2043,1788,1114,470,2641,24
2018-07-28T11:06:04Z,0,356,564,755,2250,1208,2188,2261,2448,1646,594,3083,24
2019-01-12T11:19:58Z,0.91,46,162,127,947,286,938,1087,781,382,169,1634,24
2019-02-03T11:10:07Z,0.3,179,244,195,1196,402,1147,1322,942,505,269,1894,24
2017-08-17T11:05:25Z,0,375,602,708,1984,1210,1887,2253,2402,1429,633,2761,24
2018-09-24T11:14:16Z,0,259,364,417,1676,932,1347,1935,1601,968,488,2389,24
2017-07-21T11:07:58Z,0,218,433,365,1765,972,1489,1921,2072,1485,411,2546,24
2019-01-04T11:10:05Z,0.02,163,172,136,1188,345,985,1226,725,406,242,1677,24
2018-06-13T11:09:57Z,0.42,256,654,389,2508,987,2402,2635,2048,1188,595,3245,24
2017-06-21T11:12:22Z,0.11,499,697,683,2083,1203,1721,2082,2080,1315,606,2569,24
2019-01-07T11:20:01Z,0,120,176,149,1296,415,1019,1156,892,546,131,1588,24
2017-07-01T11:17:46Z,0.97,297,517,593,2032,1061,1569,2019,2055,1325,459,2605,24
2018-07-26T11:16:15Z,0,295,531,533,2136,878,1626,2144,2066,1137,496,2802,24
2017-12-05T11:04:26Z,0,1,24,132,768,284,663,1028,981,528,1,1736,24
2017-07-11T11:12:23Z,0,276,524,477,1993,874,1514,1913,1999,1271,508,2617,24
2019-02-06T11:20:03Z,0,193,239,198,1262,430,1095,1218,926,503,189,1819,24
2017-09-29T11:16:02Z,0.2,288,518,517,1749,766,1320,1698,1728,996,432,2189,24
2017-05-19T11:05:30Z,0.27,258,490,394,2362,1077,1992,2302,1927,1102,477,2896,24
2019-01-02T11:19:57Z,0.06,93,233,136,1348,376,1043,1200,757,341,140,1659,24
2018-06-13T10:57:37Z,1.11,236,647,368,2504,990,2397,2644,2046,1185,640,3225,24
2017-06-18T11:04:15Z,1.46,370,552,578,2293,1203,2105,2490,2534,1528,591,3100,24
2019-01-27T11:20:03Z,1.42,205,356,259,1544,470,1163,1404,1114,673,200,1766,24
2017-06-11T11:10:12Z,8.13,435,641,692,2078,1204,1822,1889,2139,1351,574,2525,24
2019-02-21T11:20:00Z,0,265,409,361,1556,563,1553,1679,1108,587,361,2107,24
2017-11-18T11:16:33Z,0,57,110,108,812,363,708,1138,1001,640,183,1748,24
2018-09-19T11:12:56Z,1.62,459,588,804,2098,923,1575,1850,2000,1314,284,2239,24
2017-04-12T11:17:08Z,0,277,411,296,2302,683,1847,1955,1528,750,422,2645,24
2018-09-16T11:09:46Z,4.21,328,551,590,1754,951,1745,1899,1989,1321,402,2579,24
2017-05-22T11:09:12Z,0.02,334,540,456,2333,742,1609,1945,1748,1168,363,2581,24
2017-06-01T11:12:25Z,1.04,431,635,726,2107,1140,1787,1916,1957,1260,564,2569,24
2017-05-02T11:09:37Z,4.49,289,535,392,2237,891,1878,2165,1672,956,494,2662,24
2018-09-01T10:59:39Z,0,1262,1598,2234,3176,2724,3032,3283,4050,3372,948,2673,27
2018-10-01T11:05:40Z,0,888,1344,1934,2786,2699,2854,2955,3865,3055,835,2816,27
2019-03-13T11:36:26Z,0.36,617,897,1124,2768,1874,2430,2788,3186,2428,702,2461,27
2017-12-23T11:14:45Z,0,744,1133,1549,2175,1939,2337,2358,3107,2621,340,1716,27
2018-09-29T11:10:54Z,0.06,743,982,1366,2126,2113,2249,2359,3148,2671,716,2417,27
2018-08-15T11:18:26Z,0,910,1228,1688,2692,2450,2741,2958,3726,3024,778,2490,27
2018-08-02T10:59:38Z,0,1190,1614,2194,3171,2814,3035,3319,4047,3322,997,2937,27
2018-08-20T11:14:59Z,0,694,973,1418,2214,2178,2456,2648,3431,2757,830,2308,27
2018-07-03T10:59:38Z,0.06,881,1298,1650,2963,2769,2939,3200,4095,3362,981,2788,27
2018-01-29T11:03:06Z,0,558,763,978,1733,1932,2122,2143,3168,2557,439,1859,27
2018-12-30T11:10:00Z,0,316,615,628,2667,1505,2288,2456,2396,1748,518,1884,27
2018-10-16T11:05:23Z,0.02,679,938,1306,1957,2207,2354,2381,3342,2683,603,2411,27
2019-02-16T11:20:02Z,0,419,639,711,2244,1551,2114,2367,2580,2034,642,2177,27
2018-07-31T11:14:37Z,0,686,1013,1454,2338,2221,2722,2885,3468,2757,699,2769,27
2018-07-23T11:05:18Z,0,1078,1450,1944,2965,2663,3139,3295,4165,3467,990,2693,27
2018-08-30T11:14:49Z,0.18,836,1082,1460,2190,2276,2389,2663,3472,2855,789,2389,27
2019-02-11T11:19:59Z,8.31,423,705,830,2472,1707,2159,2434,2570,2150,528,1999,27
2018-01-22T11:13:42Z,6.21,487,589,819,1449,1602,1761,1819,2499,2125,529,1682,27
2018-10-09T11:18:54Z,6.27,738,988,1458,2176,2084,2407,2573,3205,2591,710,2475,27
2017-12-18T11:14:49Z,0.21,690,849,1182,1761,1883,2058,2399,2898,2530,525,1776,27
2018-06-16T11:12:45Z,0.17,1112,1512,1980,3510,2978,3401,3451,3870,3407,836,2993,27
2019-02-13T11:10:06Z,0,446,589,564,1521,1238,1963,2185,2196,1820,694,2097,27
2018-07-16T11:10:23Z,1.22,1114,1540,2120,3194,2866,3242,3339,3972,3364,939,2642,27
2018-02-21T11:12:02Z,0.79,573,727,899,1452,1617,1950,2121,3013,2558,680,2089,27
2018-07-28T11:06:04Z,0,926,1328,1795,2918,2751,2962,3361,3949,3306,974,2779,27
2018-08-12T10:58:40Z,2.02,791,1178,1674,2499,2408,2719,2859,3850,3140,954,2494,27
2018-07-08T11:02:15Z,0.1,946,1230,1679,2718,2636,3027,3140,4055,3225,1013,2922,27
2017-12-05T11:04:26Z,0,568,868,1249,1980,2196,2119,2307,3118,2671,389,1668,27
2018-09-24T11:14:16Z,0,1150,1574,2144,3042,2611,2800,2962,3712,3027,806,2586,27
2018-10-06T11:00:30Z,9.38,937,1234,1622,2437,2387,2493,2794,3460,2934,805,2672,27
2018-11-30T11:09:58Z,5.25,403,552,505,1675,1105,1843,2067,1594,1091,604,1445,27
2018-02-18T11:05:29Z,4.18,645,834,965,1638,1700,2009,2214,3055,2687,661,2108,27
2018-06-26T11:18:03Z,0,1156,1578,1882,3062,2728,3016,3176,3816,3254,928,2841,27
2018-01-27T11:13:22Z,7.1,941,1198,1524,2255,2054,2257,2559,3139,2669,1057,2072,27
2019-03-18T11:34:05Z,0.03,407,670,777,2198,1701,2225,2455,2816,2253,657,2318,27
2018-07-26T11:16:15Z,0,1230,1700,2302,3370,2772,3154,3243,3890,3269,825,2675,27
2018-06-21T11:13:49Z,0,838,1130,1422,2888,2605,3001,3183,3681,3122,889,2585,27
2018-07-06T11:09:18Z,3.4,789,1154,1616,2568,2492,2847,2937,3610,2909,859,2262,27
2018-07-18T11:03:26Z,1.3,937,1198,1573,2570,2384,2929,3055,3803,3115,952,2957,27
2018-08-27T11:06:38Z,0,816,1036,1521,2353,2391,2723,2797,3710,2945,848,2516,27
2019-03-10T11:26:22Z,0,426,722,798,2466,1860,2425,2770,2912,2415,713,2515,27
2018-01-19T11:08:40Z,0,518,719,1086,1701,1988,1962,2063,2818,2238,384,1701,27
2018-02-08T11:02:11Z,0.23,418,594,697,1366,1434,1799,2006,2391,2062,671,1674,27
2017-10-26T11:07:17Z,0,847,1134,1604,2370,2468,2684,2892,3641,3202,834,2187,27
2018-06-13T11:09:57Z,0.42,1090,1498,1739,3558,2838,3522,3615,4223,3477,988,2882,27
2017-04-09T11:05:29Z,0,828,1104,1367,3234,2417,3042,3282,3595,2924,1124,2609,27
2018-07-13T11:05:21Z,1.27,1500,1872,2457,3623,3242,3404,3687,4563,3933,1126,3089,27
2019-01-27T11:20:03Z,1.42,361,520,601,1318,1241,1547,1665,1896,1661,575,1780,27
2017-07-01T11:17:46Z,0.97,1226,1744,2432,3282,2782,2987,3191,4247,3441,886,2735,27
2018-08-10T11:17:43Z,2.95,879,1168,1540,2278,2367,2603,2864,3490,2728,889,2393,27
2018-08-25T11:16:24Z,0,1036,1442,1968,3088,2575,2860,2974,3769,3019,846,2672,27
2017-11-18T11:16:33Z,0,839,1047,1429,2155,2294,2413,2324,3130,2603,688,1805,27
2018-09-19T11:12:56Z,1.62,626,961,1346,2054,2012,2293,2502,3203,2553,592,2469,27
2018-02-06T11:17:36Z,2.48,709,861,1164,1932,1802,1925,2040,2173,1529,440,1870,27
2018-10-29T11:17:09Z,5.15,363,601,771,1710,1525,2062,2140,2708,2224,569,2204,27
2019-02-08T11:10:03Z,0,361,765,619,2270,1696,2230,2450,2710,1704,706,1863,27
2018-06-23T11:05:20Z,0,1302,1690,2116,3538,2966,3413,3585,4273,3645,1054,3166,27
2019-01-04T11:10:05Z,0.02,380,520,435,1928,1192,1856,2189,2006,1715,542,1717,27
2019-03-15T11:22:34Z,0,462,685,676,2140,1741,2215,2517,2744,2242,732,2499,27
2019-02-21T11:20:00Z,0,752,1082,1226,2896,1824,2306,2620,2841,2276,710,2078,27
2018-08-07T10:59:12Z,1.38,1092,1458,1872,2686,2514,2772,3073,3571,2959,1020,2822,27
2019-02-26T11:34:02Z,0,374,530,625,1968,1446,2101,2235,2379,2004,592,2093,27
2017-07-31T11:12:20Z,0,1376,1863,2316,3252,2977,3160,3492,4260,3685,966,2548,27
2017-09-16T11:05:23Z,2.59,1549,2093,2643,3546,3041,3159,3631,4353,3875,953,2775,27
2018-10-04T11:19:20Z,0,1124,1504,2148,3096,2521,2669,3039,3714,3023,832,2615,27
2018-01-17T11:14:03Z,0.01,598,715,967,1690,1688,1955,2010,2424,2009,667,1625,27
2017-09-19T11:18:08Z,1.21,1382,1848,2531,3390,3020,3107,3253,4109,3498,860,2424,27
2019-02-08T11:10:03Z,0,365,613,648,1989,1662,2198,2402,2585,1993,709,2136,27
2018-06-13T10:57:37Z,1.11,0,0,0,0,0,0,0,0,0,0,0,27
2019-01-14T11:10:03Z,0,380,502,457,1445,1177,1854,1902,2132,1720,512,1841,27
2018-07-11T11:11:39Z,0.01,778,1102,1548,2512,2340,2807,2979,3534,2954,796,2702,27
2017-05-22T11:09:12Z,0.02,1188,1543,2086,3359,2712,2905,3166,3870,3131,844,2636,27
2017-06-21T11:12:22Z,0.11,1185,1621,2254,3134,2550,2715,3030,4020,3235,854,2823,27
2017-07-28T11:04:06Z,0,1582,1974,2713,3535,3198,3269,3521,4591,4013,1013,2778,27
2017-09-06T11:01:39Z,1.89,1282,1544,2066,2891,2755,3099,3307,4313,3773,1020,2853,27
2017-11-05T11:02:31Z,6.47,1112,1232,1259,2184,2085,2508,2488,3508,2706,1381,2629,27
2018-09-16T11:09:46Z,4.21,731,998,1314,2107,2258,2377,2793,3388,2798,799,2468,27
2019-01-09T11:10:02Z,0,315,586,568,2255,1647,2125,2278,2438,1915,549,1830,27
2018-10-24T11:18:39Z,0,525,767,990,2014,1899,2057,2323,2922,2366,561,2079,27
2017-05-02T11:09:37Z,4.49,1046,1460,1962,3239,2403,2826,3001,3620,2926,836,2504,27
2017-06-11T11:10:12Z,8.13,1270,1674,2219,3101,2658,2921,3052,3979,3269,925,2816,27
2019-01-02T11:19:57Z,0.06,375,681,666,2692,1402,2163,2310,2260,1830,459,1562,27
2017-08-17T11:05:25Z,0,1349,1809,2258,3056,2919,3211,3398,4379,3800,1037,2671,27
2017-10-06T10:59:37Z,0.01,1177,1577,2194,3049,3043,2958,3399,4064,3581,786,2690,27
2017-07-21T11:07:58Z,0,1154,1589,2043,2955,2958,3058,3407,4289,3630,1002,2933,27
2017-08-20T11:12:20Z,0,1578,2046,2631,3332,2934,3070,3405,4304,3573,999,2863,27
2017-10-29T11:11:56Z,0,547,751,1072,1731,2287,2364,2395,3235,2596,745,2193,27
2017-10-09T11:15:00Z,0,1376,1652,2343,3074,2655,2874,3027,3838,3173,737,2451,27
2019-01-07T11:20:01Z,0,328,388,435,1070,1081,1465,1599,1743,1360,421,1533,27
2017-10-16T11:03:13Z,0,940,1406,1922,2637,2483,2834,2818,3855,3211,730,2275,27
2017-04-12T11:17:08Z,0,1002,1324,1621,3258,2370,2827,2995,3488,2688,927,2382,27
2017-10-19T11:12:35Z,4.4,1049,1294,1735,2547,2254,2308,2653,3052,2365,652,2001,27
2017-07-11T11:12:23Z,0,1706,2171,2929,3677,3155,3492,3526,4457,3845,879,2700,27
2019-01-12T11:19:58Z,0.91,363,682,753,2366,1581,2180,2043,2341,1950,474,1751,27
2019-02-03T11:10:07Z,0.3,889,1142,1112,2792,1839,2582,2824,3056,2469,994,2467,27
2017-05-19T11:05:30Z,0.27,1260,1781,2224,3568,2778,3265,3383,4191,3545,943,3049,27
2017-06-18T11:04:15Z,1.46,1294,1707,2313,3394,2879,3147,3290,4429,3649,1066,3100,27
2019-02-06T11:20:03Z,0,315,514,516,1824,1417,2021,2121,2302,1935,468,1931,27
2017-09-29T11:16:02Z,0.2,1143,1642,2167,2775,2537,2863,2941,3849,3129,733,2373,27
2017-06-01T11:12:25Z,1.04,1325,1732,2360,3348,2756,2940,3107,3936,3217,1016,2666,27
2018-07-23T11:05:18Z,0,1782,2056,2284,2377,2417,2419,2367,2589,2457,1216,1950,35
2018-09-01T10:59:39Z,0,1620,1854,2136,2210,2103,1917,1993,2129,2077,983,1581,35
2017-10-26T11:07:17Z,0,1327,1776,1770,1885,1361,1485,1435,1511,1453,585,916,35
2018-08-02T10:59:38Z,0,1862,2088,2432,2464,2422,2397,2450,2533,2385,1174,1914,35
2018-08-20T11:14:59Z,0,1222,1498,1924,1758,1911,1976,1994,2249,2214,809,1625,35
2018-07-16T11:10:23Z,1.22,2048,2156,2314,2306,2134,2277,2260,2309,2364,1161,1758,35
2019-03-18T11:34:05Z,0.03,1028,1188,1332,1444,1251,1321,1300,1650,1536,540,1051,35
2018-10-01T11:05:40Z,0,1562,1712,1940,2158,1909,1932,1807,1831,1726,812,1299,35
2018-07-18T11:03:26Z,1.3,1816,2048,2441,2669,2519,2522,2552,2902,2718,1239,1824,35
2019-02-08T11:10:03Z,0,1214,1448,1688,1854,1436,1614,1519,1499,1391,659,1250,35
2018-07-31T11:14:37Z,0,1570,1636,1990,2002,2177,2085,2131,2524,2412,902,1557,35
2018-08-15T11:18:26Z,0,1586,1742,1792,1912,1851,1957,1897,2125,2002,888,1526,35
2018-08-30T11:14:49Z,0.18,1190,1260,1504,1554,1725,1756,1744,2196,2090,783,1459,35
2019-03-15T11:22:34Z,0,1264,1454,1857,1941,1848,1673,1877,2043,1880,750,1204,35
2018-09-29T11:10:54Z,0.06,1144,1400,1656,1756,1472,1566,1431,1798,1762,636,1120,35
2018-02-18T11:05:29Z,4.18,1453,1357,1534,1707,1650,1570,1693,1789,1552,538,1131,35
2018-07-13T11:05:21Z,1.27,1874,2104,2470,2375,2438,2361,2509,2610,2425,1344,1985,35
2017-11-05T11:02:31Z,6.47,1408,1454,1913,2054,2137,2355,2379,2727,2595,1389,2066,35
2017-12-23T11:14:45Z,0,1019,1066,1236,1197,1015,1007,952,1195,1041,249,707,35
2018-01-29T11:03:06Z,0,1484,1341,1435,1800,1293,1373,1317,1570,1371,338,861,35
2018-02-21T11:12:02Z,0.79,718,852,918,869,1125,1213,1199,1320,1217,455,910,35
2018-07-28T11:06:04Z,0,2160,2175,2592,2746,2529,2493,2461,2809,2676,1059,1783,35
2019-02-16T11:20:02Z,0,1016,1170,1300,1282,1119,1194,1182,1443,1422,534,1129,35
2018-07-08T11:02:15Z,0.1,1972,2238,2595,2634,2492,2390,2628,2986,2832,1179,1745,35
2019-02-08T11:10:03Z,0,1272,1290,1490,2061,1492,1578,1512,1453,1328,667,1230,35
2017-10-06T10:59:37Z,0.01,1985,1896,2289,2230,1592,1573,1591,1563,1454,654,1180,35
2019-02-11T11:19:59Z,8.31,938,1186,1262,1256,1006,1118,1066,1088,1017,530,931,35
2018-01-22T11:13:42Z,6.21,904,998,1088,1127,1087,961,1087,1176,1066,409,623,35
2017-10-29T11:11:56Z,0,1066,1194,1265,1240,1232,1164,1171,1275,1233,440,783,35
2017-12-18T11:14:49Z,0.21,845,985,1231,1242,1106,1145,1125,1152,1090,260,580,35
2018-06-16T11:12:45Z,0.17,2088,2198,2548,2510,2370,2345,2333,2489,2383,1048,1919,35
2018-07-03T10:59:38Z,0.06,1878,2136,2437,2452,2447,2523,2514,2699,2655,1278,1996,35
2017-09-16T11:05:23Z,2.59,1515,1822,2025,2186,1580,1584,1619,1781,1526,677,1186,35
2017-10-19T11:12:35Z,4.4,1281,1287,1429,1368,1041,1073,1009,1180,1098,478,697,35
2018-07-06T11:09:18Z,3.4,1906,2060,2324,2294,2267,2144,2286,2500,2475,1089,1820,35
2018-08-12T10:58:40Z,2.02,1642,1860,2048,2224,2389,2380,2271,2533,2367,1121,1842,35
2018-08-27T11:06:38Z,0,1504,1588,1948,2103,2144,2172,2179,2547,2400,893,1608,35
2017-12-05T11:04:26Z,0,1239,1440,1942,1903,1385,1514,1333,1498,1285,205,663,35
2018-09-24T11:14:16Z,0,1416,1550,1668,1696,1258,1389,1311,1479,1374,810,1126,35
2018-02-08T11:02:11Z,0.23,1091,941,1309,1484,1579,1380,1554,1618,1472,534,724,35
2018-07-11T11:11:39Z,0.01,1672,1896,2146,2284,2330,2512,2296,2716,2766,949,1783,35
2018-06-13T11:09:57Z,0.42,2042,2244,2482,2574,2619,2763,2608,2718,2542,1297,1969,35
2018-06-26T11:18:03Z,0,1714,1964,2152,2244,2125,2259,2153,2370,2191,1128,1764,35
2018-01-27T11:13:22Z,7.1,1100,1059,1222,1302,952,1074,1101,1176,1053,606,728,35
2019-02-13T11:10:06Z,0,1116,1148,1446,1495,1690,1624,1739,1780,1680,679,1046,35
2018-07-26T11:16:15Z,0,1824,2092,2304,2210,1978,1891,1891,2110,2101,1042,1637,35
2018-06-21T11:13:49Z,0,1932,2048,2408,2424,2409,2291,2420,2790,2731,1078,1841,35
2018-08-25T11:16:24Z,0,1500,1566,1772,1850,1786,1719,1708,1939,1779,862,1497,35
2017-09-19T11:18:08Z,1.21,1323,1636,1685,1771,1393,1225,1404,1460,1313,738,1170,35
2017-09-29T11:16:02Z,0.2,1146,1289,1516,1473,1179,1137,1204,1417,1303,592,1037,35
2019-03-10T11:26:22Z,0,1328,1804,2064,2113,1701,1623,1749,1724,1698,750,1384,35
2018-01-19T11:08:40Z,0,1126,1375,1719,1640,1301,1346,1470,1585,1356,237,954,35
2018-06-13T10:57:37Z,1.11,2046,2264,2458,2542,2567,2700,2569,2659,2494,1295,2011,35
2018-10-29T11:17:09Z,5.15,827,1009,1346,1512,1349,1460,1367,1675,1497,499,1017,35
2019-01-04T11:10:05Z,0.02,1388,1408,1732,2000,1645,1478,1637,1666,1595,541,1074,35
2017-04-09T11:05:29Z,0,2060,2062,2424,2392,1955,1816,1920,1906,1873,1100,1266,35
2017-09-06T11:01:39Z,1.89,1772,1848,2082,2209,1843,2001,1898,1960,1806,979,1532,35
2017-10-16T11:03:13Z,0,1480,1588,2096,1933,1703,1647,1692,1726,1622,546,1118,35
2017-07-01T11:17:46Z,0.97,1653,1744,1887,1904,1653,1738,1754,1897,1889,1009,1576,35
2018-08-10T11:17:43Z,2.95,1440,1470,1926,2048,2025,1956,2092,2416,2324,871,1497,35
2018-09-16T11:09:46Z,4.21,1438,1788,2076,2120,2217,2167,2227,2492,2202,877,1221,35
2017-11-18T11:16:33Z,0,1186,1083,1313,1422,1098,1015,1157,1161,1128,447,532,35
2018-09-19T11:12:56Z,1.62,1090,1344,1696,1724,1481,1506,1554,1918,1913,619,1182,35
2018-02-06T11:17:36Z,2.48,790,1015,1098,1044,804,908,830,999,933,315,658,35
2017-08-17T11:05:25Z,0,1676,1954,2234,2188,1992,1733,1965,2017,1931,903,1433,35
2019-01-02T11:19:57Z,0.06,891,1015,1212,1178,901,963,969,993,924,509,877,35
2018-06-23T11:05:20Z,0,1806,2016,2148,2347,2361,2592,2568,2660,2580,1235,1935,35
2017-08-20T11:12:20Z,0,1723,1860,1894,1926,1424,1454,1369,1730,1598,818,1133,35
2017-10-09T11:15:00Z,0,1166,1305,1360,1425,1022,1082,1047,1162,1126,524,894,35
2019-02-21T11:20:00Z,0,897,1023,1190,1328,1020,1071,1021,1170,1030,636,1049,35
2019-01-27T11:20:03Z,1.42,659,885,998,1036,1201,1242,1178,1401,1317,412,715,35
2019-02-26T11:34:02Z,0,916,1072,1194,1244,1131,1131,1304,1403,1358,566,902,35
2017-07-31T11:12:20Z,0,1733,1835,1976,1947,1728,1817,1784,1958,1843,850,1515,35
2018-12-30T11:10:00Z,0,1616,1438,1622,1598,1303,1432,1111,1314,1199,608,1257,35
2018-10-04T11:19:20Z,0,1398,1432,1512,1628,1210,1320,1234,1368,1223,777,1098,35
2018-01-17T11:14:03Z,0.01,1045,1109,1210,1201,1023,990,988,1115,971,494,693,35
2017-05-02T11:09:37Z,4.49,1479,1642,1733,1840,1545,1533,1560,1775,1711,865,1369,35
2018-10-24T11:18:39Z,0,1044,1184,1282,1232,1171,1297,1197,1287,1206,582,1012,35
2019-02-03T11:10:07Z,0.3,1336,1528,1736,1837,1453,1549,1389,1654,1510,606,1135,35
2019-01-14T11:10:03Z,0,1072,1400,1742,1681,1552,1796,1587,1725,1582,518,1030,35
2017-06-18T11:04:15Z,1.46,1828,1822,2092,2140,1834,2054,1783,2160,2093,1109,1766,35
2017-05-22T11:09:12Z,0.02,1691,1783,1856,2033,1573,1641,1717,1976,1923,1012,1467,35
2017-06-21T11:12:22Z,0.11,1496,1656,1835,1937,1637,1775,1788,1939,1837,916,1700,35
2018-08-07T10:59:12Z,1.38,1738,1916,2288,2464,2331,2346,2424,2745,2574,1097,1977,35
2018-11-30T11:09:58Z,5.25,1356,1494,1622,1852,1752,1652,1706,1847,1629,856,1290,35
2018-10-09T11:18:54Z,6.27,1124,1324,1682,1690,1535,1552,1508,1795,1699,660,1108,35
2017-06-11T11:10:12Z,8.13,1601,1775,1988,2018,1777,1795,1842,2006,2028,1015,1530,35
2019-01-09T11:10:02Z,0,1130,1468,1632,1826,1252,1470,1269,1453,1332,532,1167,35
2019-02-06T11:20:03Z,0,876,1018,1140,1048,1006,1107,1040,1324,1194,445,874,35
